"BW","fBW_kidney","fBW_liver","fBW_lung","fBW_heart","fBW_brain","fBW_adipose","fBW_muscle","fBW_blood","fBW_carcass","fBW_intestine","fBW_stomach","CO","fCO_kidney","fCO_intestine","fCO_lung","fCO_heart","fCO_brain","fCO_adipose","fCO_muscle","fCO_carcass","fCO_stomach","fCO_liver","int_nl","int_pl","int_pr","int_w","exp_nl","exp_pl","exp_pr","exp_w","intestine_nl","intestine_pl","intestine_pr","intestine_w","liver_nl","liver_pl","liver_pr","liver_w","kidney_nl","kidney_pl","kidney_pr","kidney_w","heart_nl","heart_pl","heart_pr","heart_w","brain_nl","brain_pl","brain_pr","brain_w","adipose_nl","adipose_pl","adipose_pr","adipose_w","muscle_nl","muscle_pl","muscle_pr","muscle_w","carcass_nl","carcass_pl","carcass_pr","carcass_w","lung_nl","lung_pl","lung_pr","lung_w","blood_nl","blood_pl","blood_pr","blood_w","mamgland_nl","mamgland_pl","mamgland_pr","mamgland_w","reprod_nl","reprod_pl","reprod_pr","reprod_w","nl","pl","pr","w","kabs","Cl_renal","Cl_hepatic","Vmax_tot","Km_tot","fbact","MW","S","Pv","Kow","fBW_abomasum","fBW_omasum","fBW_rumen","fBW_reticulum","fBW_gizzard","fBW_crop","fBW_mamgland","fBW_reprod","fCO_blood","fCO_abomasum","fCO_omasum","fCO_rumen","fCO_reticulum","fCO_gizzard","fCO_crop","fCO_mamgland","fCO_reprod","Qingest","kgastric","Qmilk","Qegg","fbile"
48.5716538357405,0.00398191327851484,0.0198446479165437,0.0107635234926777,0.00398944978311198,0.00396252437354331,0.192702402686323,0.477371181842424,0.0284802585048943,0.138261587890306,0.0354860074423423,0.00956925612354861,5.44462165364092,0.115407489900996,0.44008034824963,0.0219689935147825,0.039011331546953,0.0141877018226878,0.0705149753239899,0.227199887800122,0.0826072448226262,0.0150527525395437,0.0320509012760042,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
44.2584878954929,0.00318694246051277,0.0250210333838364,0.00893963241858939,0.00404499888155118,0.00139823105814191,0.180831934197716,0.471713868124231,0.0297640244143753,0.162393743410186,0.0384387948883383,0.0224974775520616,6.14692442280542,0.1031835796627,0.281550811885517,0.0306393710737979,0.0627153573305402,0.0304856937719277,0.0347635616955742,0.21957890592327,0.0515300847178053,0.0173699943964862,0.112150901548538,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
51.5365490576024,0.00382506468658073,0.0248806773258273,0.0086054062378161,0.00433566197423879,0.0041384458581146,0.191671857392196,0.436808727493075,0.0299461378424475,0.157414063832962,0.0361606114567409,0.00698225303971507,6.93851168712424,0.135710562380461,0.244538623795453,0.0131522982638093,0.0517359797557382,0.0206327593741472,0.0739575329905656,0.190239026104947,0.0212114202455741,0.0164569548131807,0.0789394842801673,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
56.3041429751091,0.00460146067999832,0.0274971905425403,0.0123586357757182,0.00389597420830148,0.00276964503471778,0.24676819434345,0.481408325165766,0.0300838266737533,0.145753929312352,0.0354746555470444,0.0117886917186766,4.3140000988419,0.114622116642112,0.160781376363768,0.00757960329185728,0.0396741827677411,0.0124320791257834,0.10307383818083,0.557184735869696,0.0348107890830139,0.0176519705327432,0.0355924362341226,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
64.5217635443262,0.00302024598973179,0.014038425758282,0.010024826791559,0.00408188678268604,0.000339522021948612,0.172090917386883,0.436897204889072,0.0390161045512461,0.170365341192301,0.0410921414067608,0.0111504733220823,6.50609215478881,0.107258339086946,0.278185404915223,0.00668065500347797,0.0324949429091102,0.0141957331817757,0.0891796272688615,0.243684506509656,0.0370998224773041,0.0193533919700986,0.0950930926187959,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
43.9733996328868,0.00414283949263603,0.0152899119247504,0.0106316344894611,0.00441892926511215,0.0022200538429859,0.156452865015799,0.389172452735548,0.0317607935840422,0.149693430237721,0.0381978046080093,0.0146263169127954,3.03211588620498,0.136907800371264,0.309078017713139,0.0315803052291774,0.031475104059665,0.0166383205215331,0.0789057151802023,0.385834922169774,0.0253470766953574,0.0172291864104787,0.0893992252712437,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
42.8274110965042,0.00402029267333682,0.0201560309398857,0.0104963060121721,0.00456834079550549,0.0015611921995375,0.160872843731648,0.502021250972012,0.0272846366064959,0.148264534035693,0.0336984959140064,0.0148139177361415,3.97828432918316,0.127676118963056,0.310800958539938,0.0107726129832098,0.028355268353922,0.00251577195996874,0.0468541374527776,0.104367991060705,0.102104604799558,0.0166851644100053,0.0410060406244672,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
41.6264837846756,0.00392264385677154,0.0282896623182333,0.00968253183733753,0.00439976146567176,0.000663782395883503,0.120545097956254,0.47763072522579,0.0331015277880442,0.145513699774711,0.0473578781300648,0.00326493168683372,5.39238091112176,0.150399299681228,0.311944104006505,0.0174756544323482,0.038292952833585,0.0230104429886806,0.025587566753128,0.286173641919087,0.0554309901592741,0.0181636840105923,0.0659179167333063,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
55.0295222577845,0.00408445001800535,0.0212978067520166,0.00795868449204177,0.0045377509719745,0.00326959578941438,0.143216235210328,0.47707238755379,0.0308968363032041,0.133255050198213,0.0399152347604959,0.0206447582095143,1.60985635480487,0.0789308285903869,0.227998087980064,0.00752046078758039,0.056892142168777,0.018017479264817,0.0565027526061063,0.259038027324628,0.0315135501430084,0.016274084012445,0.0349112630777785,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
69.3616599382504,0.00347888552860478,0.0234438747974103,0.010180541419981,0.0037631453839289,0.00247090134357,0.140834861888814,0.471382520275069,0.0286511045975158,0.146625016407863,0.0365106756392216,0.00926110919469175,3.84776042519429,0.11665407564849,0.175010886724244,0.00843526683105733,0.0651247178539255,0.0111677093247723,0.0705047112501686,0.12406398139542,0.0794024976739011,0.0170688974578512,0.0402107300764301,0.04,2,2.9,1,1,0.94,0.63,0,0.045,0.02,0.139,0.792,0.02,0.049,0.179,0.727,0.013,0.038,0.173,0.776,0.047,0.051,0.169,0.734,0.043,0.067,0.08,0.79,0.794,0,0.057,0.157,0.005,0.006,0.172,0.782,0.017,0.003,0.193,0.328,0.015,0.036,0.125,0.84,0.005,0.011,0.168,0.804,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0.61,1e-04,0.01253,1.68,5.79310344827586,0,296.319,55000,6.8e-11,0.194984459975805,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,8.85,0.004166667,0,NA,0.97
